Subject;Course Code;Course Name;Course Description;Summary;Course Number;Total Courses;Course Rank;category;Monday;Tuesday;Wednesday;Thursday;Friday;Time;TimeOfDay
Earth, Environ. & Planetary Sciences;EEPS 0830;Water in Our World;This course will focus on understanding natural and societal dimensions of the water cycle. The coming century will see substantial pressure on global water resources owing to increasing human demand, alteration of river systems, and climate change. The first half of the course introduces fundamental concepts in physical hydrological science, and the second explores human modifications and environmental problems associated with a perturbed water cycle. The topical sequence of the class will progress first through different components of the water cycle (e.g. precipitation, evaporation, runoff), followed by different ways in which humans use and depend upon freshwater resources.;"“Water in Our World” (EEPS0830) covers the study of water from both a humanities and scientific perspective. The course explores topics ranging from measuring watershed mass balance and looking at snowmelt to investigating the inequality in housing demographics and access to clean water by taking a holistic approach to understanding water in our world. Students found the course very engaging yet manageable. There are no prerequisites, and respondents described the course as very accessible.

Professor Laurence Smith was described by students as “really lovely,” “awesome,” and an incredibly passionate professor. He was eager to share stories from his time researching in Greenland. In discussions, Professor Smith created an encouraging environment and was always sure to let students talk and ask questions first before sharing his own thoughts. Professor Smith was very responsive to emails and made the course very accessible by making lectures available asynchronously. His lectures were easy to follow and filled with exciting content.

Students acknowledged the challenge of the course being taught remotely, but thought Professor Smith and the graduate TA handled the situation well. Professor Smith began class with discussions led by the TA and class exercises in breakout rooms. Afterward, the class would reconvene to share for about an hour. Professor Smith would then give a lecture for the final hour, which was optional to attend live. The first half of the course primarily consisted of textbook readings, while the second half shifted to more of a literature focus for readings. Each week there was a discussion post, some short assignment or questions to answer, and a ten-question quiz (the lowest quiz grade was dropped). The final project was a ten-minute presentation. Respondents agreed that the course was very manageable, approachable, and stress-free.

This excellent course and a great place to explore the field of environmental science with no prior experience. Respondents recommended taking notes during lectures because they oftentimes had material that directly translated into the weekly quizzes. Professor Smith’s background in research and genuine interest in the material made the class very enjoyable and unique. If you want a course that investigates a topic from both a science and social science perspective, then this is the course for you.";830;20;7;1;1;0;1;0;0;1pm;Afternoon
Earth, Environ. & Planetary Sciences;EEPS 1130;Ocean Biogeochemical Cycles;A quantitative treatment of the cycling of biologically important elements in the world ocean. Special attention paid to the carbon system in the ocean and the role that organisms, in conjunction with ocean circulation, play in regulating the carbon dioxide content of the atmosphere through exchange with the surface ocean. For science concentrators. Offered alternate years. Prerequisite: CHEM 0330 or equivalent, or instructor permission.;;1130;20;8;2;1;0;1;0;1;2pm;Afternoon
Earth, Environ. & Planetary Sciences;EEPS 1250;New England Field Geology;How do geologists know what happened on earth thousands to millions of years ago? What is their evidence? Can our own observations, measurements, and analyses provide new insights and context for understanding the past? Through field trips and seminar discussion, this course will provide an introduction to geological field methods and an overview of the geologic history of the region in and around Rhode Island. In addition to field trips that focus on regional bedrock geology and developing mapping skills, the course will also involve field trips that develop field skills for investigating Pleistocene glacial deposits and Holocene soils. The course will introduce field methods, field mapping, structural analysis, and soil and site evaluation. The course will require attendance of weekend field trips, maintaining a detailed field notebook, making three geological maps, seminar participation, and writing one final report.;;1250;20;9;2;1;0;1;0;1;9am;Morning
Earth, Environ. & Planetary Sciences;EEPS 1320;Introduction to Geographic Information Systems for Environmental Applications;This class serves as an introduction to Geographic Information Science (GIS). This innovative field explores the relationships between spatial information and a vast array of spatial data types. Through lab work and foundational lectures, this course covers the guiding principles behind various facets of GIS including the nature of spatial data, map projections, spatial model building, spatial analysis, and cartographic production. You will have the opportunity to explore cutting-edge GIS techniques and apply them to real-world problems across multiple disciplines. Throughout the course, you will be challenged to think spatially and practice basic GIS concepts and theory to enable you to make useful and meaningful contributions to various disciplines through spatial analysis and techniques. By evaluating the relationship between different spatial information, you'll develop a better understanding of how the world interacts and gain tools to make a difference.;;1320;20;10;2;0;1;0;1;0;1pm;Afternoon
Earth, Environ. & Planetary Sciences;EEPS 1340;Machine Learning for the Earth and Environment;This course introduces science students to modern data science tools for exploratory data analysis, predictive modeling with machine learning, and scalable algorithms for big data. The course will familiarize students with a cross-section of common machine learning models and algorithms with an emphasis on developing practical skills for working with data. Topics covered in the course may include dimensionality reduction, clustering, time series modeling, linear regression, regularization, linear classifiers, ensemble methods, neural networks, model selection and evaluation, scalable algorithms for big data, and data ethics. The course will present case studies of these tools applied to problems in the Earth sciences. The intended audience for this course is advanced undergraduate and graduate students in Earth, Environmental and Planetary Sciences or other physical science disciplines. Students will practice and develop their skills in data science through a hands-on project on a topic of their choice. This course is taught using the Python programming language.;;1340;20;11;2;0;1;0;1;0;10:30am;Morning
Earth, Environ. & Planetary Sciences;EEPS 1370;Environmental Geochemistry;The course will examine the biogeochemical cycling, fate and transport of chemicals in the atmospheric and aquatic environments. Topics such as chemical weathering, natural water pollution and remediation, acid deposition, global warming and air pollution will be examined through natural ecosystem examples from rivers, lakes, estuaries, and ocean. Field trips and laboratory arranged. Prerequisites: CHEM 0100 or 0330, or instructor permission.;;1370;20;12;2;3;3;3;3;3;3;3
Earth, Environ. & Planetary Sciences;EEPS 1410;Mineralogy;"Introduction to mineralogical processes on Earth and the terrestrial planets. Topics include: crystallography; crystal chemistry; fundamentals of mineralogical thermodynamics and kinetics; mineral defects and their dynamics; physicochemical properties of minerals and magmas. Laboratory study devoted to analytical techniques for minerals/materials analysis: X-ray and electron diffraction; reflectance spectrometry; transmitted optical microscopy; electron microscopy; X-ray spectrometry. In addition to Earth scientists, the course should be of interest to chemical/materials engineering and chemistry concentrators. Prerequisites: EEPS 0230, CHEM 0100 or 0330 or equivalent, or permission of instructor.";;1410;20;13;2;1;0;1;0;1;11am;Morning
Earth, Environ. & Planetary Sciences;EEPS 1430;Principles of Planetary Climate;This course provides the physical building blocks for understanding planetary climate. Topics include thermodynamics applied to planetary atmosphere, basic radiative transfer, energy balance in the atmosphere, and climate variability. In-class exercises and homework problems are designed to strengthen the understanding of basic concepts and to improve problem-solving skills.;;1430;20;14;2;3;3;3;3;3;3;3
Earth, Environ. & Planetary Sciences;EEPS 1470;Sea Level Rise (And Fall);This course will explore the many themes that surround the global problem of sea level rise. Moving from Earth’s early history to modern times, through different case studies, this course will explore the underlying physics that contribute to sea level rise on time scales of years to millions of years. The relevant physics that drive this change will be covered, from deep time geological processes (i.e., eustasy and dynamic topography), ice age sea level (glacial isostatic adjustment, viscoelastic deformation theory), and modern-day sea-level change (sea level feedbacks on ice sheet stability, thermal expansion, sea level fingerprinting). The emphasis of this course is the interplay between the dynamics of the solid Earth (mantle and crust) and the overlying oceanic and cryosphere system and so any student interested in a wide perspective on the Earth system is encouraged to join.;;1470;20;15;3;0;1;0;1;0;2:30pm;Afternoon
Earth, Environ. & Planetary Sciences;EEPS 1610;Solid Earth Geophysics;"A survey of basic geophysical techniques for determining the structure and dynamics of Earth's interior. Topics include: global structure from seismic waves; gravity, magnetic field, and shape of the Earth; thermal processes within the Earth; structure of continental and oceanic lithosphere. Recommended courses: EEPS 0220, PHYS 0470, APMA 0330. No prerequisites.";;1610;20;16;3;0;1;0;1;0;1pm;Afternoon
Earth, Environ. & Planetary Sciences;EEPS 1615;Making Connections: The Environmental Policy Process;The diminishing quality of Earth’s systems and resources carries profound implications for the fulfillment of human rights and aspirations. But even as Western knowledge systems understand better the intrinsic interdependencies between humans and the non-human, policy gridlock persists. Indeed, scientific findings are regularly contested on political grounds. The purpose of this course is to learn how to apply diverse knowledges from Indigenous to Modern to map the relevant policy in problems at the intersection of human rights and environmental integrity, and to develop approaches to address them in ways that are creative, effective, responsible and just. Students are admitted in the following order: capstone fulfillment, core requirements, EEPS or ENVS concentrator, and others, in the order received in each category.;;1615;20;17;3;3;3;3;3;3;3;3
Earth, Environ. & Planetary Sciences;EEPS 2300;Mathematical and Computational Earth Sciences;For graduate students interested in quantitative study of the Earth in geological, physical, or engineering sciences. Mathematical topics to be introduced include tensor analysis, asymptotic and per turbation analysis of differential equations, numerical integration of differential equations, basis functions and pattern recognition, fractals and multifractals, and statistics. Applications will vary by offering, but examples include: statistics of turbulence and earthquakes, advection-reaction-diffusion systems, boundary layers, development of shocks and singularities, climate change, carbon sensitivity, and dimensional reduction of geophysical data. Intensive review of introductory mathematical methods through leading discussions in a lower level class. Earth, fluid, or solid science background recommended.;;2300;20;18;3;1;0;1;0;0;4pm;Afternoon
Earth, Environ. & Planetary Sciences;EEPS 2920D;Introduction to Geochemical Modeling;Continuum descriptions of mass transfer in geochemical cycles. Topics include: fundamentals of diffusive and advective mass transfer, kinetics of weathering and early diagenesis, fluid flow in the Earth's crust and mantle, trace elements and isotopes in magmatic processes. Recommended: CHEM 0330, EEPS 1610 and APMA 0330, 0340.;;2920;20;19;3;0;1;0;1;0;1pm;Afternoon
Earth, Environ. & Planetary Sciences;EEPS 2990;Thesis Preparation;For graduate students who have met the residency requirement and are continuing research on a full time basis.;;2990;20;20;3;0;1;0;1;0;9am;Morning
Egyptology;EGYT 1310;Introduction to Classical Hieroglyphic Egyptian Writing and Language (Middle Egyptian I);Learn how to read ancient Egyptian hieroglyphs! The classical language of ancient Egypt, Middle Egyptian was spoken ca. 2000–1600 BCE and remained an important written language for the rest of ancient Egyptian history. Students will learn the hieroglyphic writing system, vocabulary, and grammar of one of the oldest known languages and read excerpts from stories, royal monuments, tomb inscriptions, and amulets. By the end of this course, students will be able to decipher textual portions of many monuments and objects in museums. This course may also be taken on its own, and it also serves as the first of a two-semester sequence. No prerequisites.;;1310;4;1;1;1;0;1;0;1;1pm;Afternoon
Egyptology;EGYT 1330;Selections from Middle Egyptian Hieroglyphic Texts;Readings from the various genres of classical Egyptian literature, including stories and other literary texts, historical inscriptions, and religious compositions. Students will be expected to translate and discuss assigned texts. Prerequisite: EGYT 1310, 1320.;;1330;4;2;2;3;3;3;3;3;3;3
Egyptology;EGYT 2970;Preliminary Examination Preparation;For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.;;2970;4;3;3;0;1;0;1;0;9:30am;Morning
Egyptology;EGYT 2990;Thesis Preparation;For graduate students who have met the residency requirement and are continuing research on a full time basis.;;2990;4;4;3;0;1;0;1;0;9am;Morning
English for Internationals ;EINT 2200;Academic Interactions;This course develops the English language skills of first-year international graduate students who are preparing to be teaching assistants. Students improve their fluency and expression of complex ideas in a variety of linguistic situations typical of classroom interactions. Students also increase their control of vocabulary, pronunciation and listening comprehension when communicating with American undergraduates. Instructor permission required.;;2200;4;1;1;3;3;3;3;3;3;3
English for Internationals ;EINT 2300;Negotiating an American Classroom;In this course, international graduate students increase their abilities to communicate accurately and fluently in English with American undergraduates. International students develop their ability to interact, in culturally appropriate ways, in a variety of teaching situations common to an institution of higher education, where they are responsible for expressing and explaining complex information and ideas in English. Instructor permission required.;;2300;4;2;2;1;1;1;1;0;12pm;Afternoon
English for Internationals ;EINT 2400;Speaking Professionally for Internationals;This course develops the English communication skills of international graduate students with an emphasis on intelligibility of speech and clarity of expression in a variety of teaching and professional situations (e.g. presenting material, responding to questions, directing discussions). Students develop increased facility of English in extended discourse when they are the authority in a teaching or other professional context. Instructor permission required.;;2400;4;3;3;1;1;1;1;0;11am;Morning
English for Internationals ;EINT 2500;Advanced Articulation Tutorial;This course is an advanced pronunciation tutorial for international graduate students who have achieved a near-native speaker level of fluency in English, but who require greater precision of English articulations, pronunciation, fluency and/or expression. Instructor permission required.;;2500;4;4;3;1;1;1;1;0;11am;Morning
Early Modern World;EMOW 0062;Dutch and Flemish Art: Visual Culture of the Netherlands in the Seventeenth Century (HIAA 0062);Interested students must register for HIAA 0062.;;62;17;1;1;3;3;3;3;3;3;3
Early Modern World;EMOW 0233;Colonial Latin America (HIST 0233);Interested students must register for HIST 0233.;;233;17;2;1;3;3;3;3;3;3;3
Early Modern World;EMOW 0310A;Shakespeare (ENGL 0310A);Interested students must register for ENGL 0310A.;;310;17;3;1;3;3;3;3;3;3;3
Early Modern World;EMOW 0580M;The Age of Revolutions, 1760-1824 (HIST 0580M);Interested students must register for HIST 0580M.;;580;17;4;1;3;3;3;3;3;3;3
Early Modern World;EMOW 1000B;Littérature et culture: Chevaliers, sorcières, philosophes, et poètes (FREN 1000B);Interested students must register for FREN 1000B.;;1000;17;5;1;3;3;3;3;3;3;3
Early Modern World;EMOW 1010;Dante in English Translation: Dante's World and the Invention of Modernity (ITAL 1010);Interested students must register for ITAL 1010.;;1010;17;6;2;3;3;3;3;3;3;3
Early Modern World;EMOW 1040B;Théâtre du XVIIe siècle (FREN 1040B);Interested students must register for FREN 1040B.;;1040;17;7;2;3;3;3;3;3;3;3
Early Modern World;EMOW 1112;China's Early Modern Empires (HIST 1112);Interested students must register for HIST 1112.;;1112;17;8;2;1;0;1;0;1;11am;Morning
Early Modern World;EMOW 1120G;Reading Humanist Latin Texts (LATN 1120G);Interested students must register for LATN 1120G.;;1120;17;9;2;3;3;3;3;3;3;3
Early Modern World;EMOW 1262;Women, Gender, Feminism in Early Modern Italy (ITAL 1262);Interested students must register for ITAL 1262.;;1262;17;10;2;3;3;3;3;3;3;3
Early Modern World;EMOW 1311N;England and the Renaissance;Interested students must register for ENGL 1311N.;;1311;17;11;2;1;0;1;0;1;2pm;Afternoon
Early Modern World;EMOW 1320;Great Authors and Works of Italian Renaissance (ITAL 1320);Interested students must register for ITAL 1320.;;1320;17;12;3;3;3;3;3;3;3;3
Early Modern World;EMOW 1561K;Restoration and Eighteenth-Century Drama (ENGL 1561K);Interested students must register for ENGL 1561K.;;1561;17;13;3;3;3;3;3;3;3;3
Early Modern World;EMOW 1825F;Nature, Knowledge, and Power in Early Modern Europe (HIST 1825F);Interested students must register for HIST 1825F.;;1825;17;14;3;3;3;3;3;3;3;3
Early Modern World;EMOW 1961D;Heaven Above, Suzhou and Hangzhou Below: Urban Culture in Early Modern China (HIST 1961D);Interested students must register for HIST 1961D.;;1961;17;15;3;3;3;3;3;3;3;3
Early Modern World;EMOW 1964F;Early Modern Ireland (HIST 1964F);Interested students must register for HIST 1964F.;;1964;17;16;3;3;3;3;3;3;3;3
Early Modern World;EMOW 2150E;Theories et fictions des Lumieres (FREN 2150E);Interested students must register for FREN 2150E.;;2150;17;17;3;3;3;3;3;3;3;3
English;ENGL 0100P;Love Stories;What do we talk about when we talk about love? We will see how writers have addressed this question from Shakespeare's day to the present. Writers may include Shakespeare, Austen, Eliot, Flaubert, Graham Greene, Marilynne Robinson, and/or others. Students should register for ENGL 0100P S01 and may be assigned to conference sections by the instructor during the first week of class.;N/A;100;47;1;1;1;0;1;0;1;10am;Morning
English;ENGL 0101C;America Dreaming;"What ever happened to the American Dream? How is American literature a series of dreaming--fantasy, utopia, dystopia, antislavery, reform, the West, and escape. Fiction, film, the essay, the nonfiction novel. What makes for an ""American"" myth? How is it exported to the world?";N/A;101;47;2;1;1;0;1;0;1;1pm;Afternoon
English;ENGL 0300P;Dreams;“Why do we dream?” may be an intriguing question, but ultimately one for science to answer. On the other hand, “What can we do with dreams?” is a question that people have approached from an almost limitless number of perspectives over thousands of years. Whether envisioned as a source of philosophical insight, a refuge for unspeakable desires, or an experience to be intentionally manipulated, the space of the dream is an unfailingly fascinating one-- and the works that have been created to explore it are equally as fascinating. In this course, we will engage with various cultural texts about dreams, which may include: The Dream of Scipio (Cicero), the Parliament of Fowls (Chaucer), Godless but Loyal to Heaven (Van Camp), Paprika (Kon), and Inception (Nolan). No previous experience with literary traditions or ability to remember one’s own dreams necessary.;N/A;300;47;3;1;0;1;0;1;0;2:30pm;Afternoon
English;ENGL 0310A;Shakespeare;We will read a representative selection of Shakespeare’s comedies, tragedies, histories, and romances, considering their historical contexts and their cultural afterlife in terms of belief, doubt, language, feeling, politics, and form. Students should register for ENGL 0310A S01 and may be assigned to conference sections by the instructor during the first week of class.;N/A;310;47;4;1;1;0;1;0;1;2pm;Afternoon
English;ENGL 0710N;Fitzgerald, Hemingway, and the Lost Generation;An introduction to two of the most popular and influential American novelists of the twentieth century, Scott Fitzgerald and Ernest Hemingway. We will read many of their most important novels and stories, including The Great Gatsby, Tender is the Night, In Our Time, The Sun Also Rises, and A Farewell to Arms. In addition we will examine the work of the contemporary American writers who most influenced them: Gertrude Stein, Willa Cather, Sherwood Anderson, and T. S. Eliot.;"""Fitzgerald, Hemingway and the Lost Generation"" (ENGL0710N) introduces students to some of the most famous and influential works of F. Scott Fitzgerald and Ernest Hemingway, along with some contemporary American writers who played a role in influencing the two authors. Respondents mentioned that English classes in high school were helpful, but that no formal background was expected or required.

Students generally concluded that Professor Stuart Burrows was engaging and passionate and that his lectures were enjoyable. Reviewers also added that he was very knowledgeable about these two authors and was often able to provide detailed descriptions of contextual information in each text. However, some respondents stated that this sometimes led the lectures off-topic as he then covered authors and texts that were not within the scope of the class. Additionally, some reviewers also mentioned that even though his lectures were engaging, the fact that he read off of his notes throughout the class made his lectures slightly less effective. Outside of class, Professor Burrows had flexible office hours and responded to student emails promptly.

The semester's assignments were broken down mainly into three papers of length three, five, and seven pages. Students were also expected to attend weekly section and do the readings. Respondents said that the papers were weighted heavily in calculating their overall grade and, hence, should be taken seriously. They also responded that though the reading load was heavy, it was very relevant to class and section discussions and suggested that students should keep up with it.

A few students suggested that this course could be improved with shorter assignments that were more spread out, as well as more help and guidance regarding the expected structure, style, and content of the papers. Overall, reviewers concluded that this course provided a very good exposition to many classic novels and suggested students also shop other such courses in the English Department";710;47;5;1;1;0;1;0;1;11am;Morning
English;ENGL 0710X;Black Poetics;"This course is interested in poetic thinking: how a poem inclines toward a certain kind of knowing; how a poem’s imagining invites philosophical considerations (as in, what is being, and how to be); how a poem’s language and its formal qualities sustain such thinking. We are interested, also, in how poetic thinking reckons (with) blackness.";N/A;710;47;6;1;0;1;0;1;0;2:30pm;Afternoon
English;ENGL 0800S;Blackness in Critical Thought;This seminar focuses on works of critical theory that hinge on both epistemic and ontological questions of blackness in the (Western) world. Questions to be explored include: What is blackness (not)? Where is it (not)? How is it (not)? Is there blackness before or beyond slavery and colonialism? Are there differences between blackness and black sociality and culture? What are they? Readings include texts by scholars such as Colin Dayan, Saidiya Hartman, and Frank Wilderson III.;N/A;800;47;7;1;0;1;0;1;0;1pm;Afternoon
English;ENGL 0900;Critical Reading and Writing I: The Academic Essay;An introduction to university-level writing. Students produce and revise multiple drafts of essays, practice essential skills of paragraph organization, and develop techniques of critical analysis and research. Readings from a wide range of texts in literature, the media, and academic disciplines. Assignments move from personal response papers to formal academic essays. Enrollment limited to 17. Banner registrations after classes begin require instructor approval. S/NC.;"“Critical Reading and Writing I: The Academic Essay” (ENGL0900) provides an introduction to university-level writing. Given its intent as an introductory course, no prior experience is necessary. Respondents compared the course to an advanced high school English course, with one student saying that it is not very different from AP Language or AP Literature. ENGL0900 is a mandatory S/NC class that is capped at 17 students per section.

Overall, students highly praised Professor Robert Ward for being personable and dedicated. One student exclaimed, “Professor Ward deeply cares about his students,” with another echoing, “He was so kind and gentle.” A respondent described Professor Ward’s teaching as a “hands-off approach” in which students would lead conferences and learn on their own, with the professor providing helpful suggestions and feedback. Describing Professor Ward’s tireless devotion to students, one class member said: “For every essay, he would have you submit a draft and then give his own feedback in writing and in a conference with each student. He will cancel class, have asynchronous work due, and take his whole day to meet with each student individually. He is extremely thoughtful and wants to help everyone improve their writing.”

Course requirements for ENGL0900 include weekly readings with occasional reading responses, occasional asynchronous discussion during essay conferences, intermittent quizzes on MLA formatting, four papers, and one presentation. The topics for the four papers were freewriting, metawriting, literary analysis, and argumentative writing. Reviewers commended Professor Ward’s very detailed and thoughtful feedback on essays. The course material itself was cited as not very challenging, with some students wishing it had pushed their writing towards more substantial change. While respondents enjoyed assigned readings, they did not necessarily enjoy the in-class activities where they had to write something together with classmates.

What made this section of “Critical Reading and Writing I” so special? Professor Ward! One student praised, “the class itself is quite a normal English class. What makes it enjoyable is Professor Ward, who is an amazing professor.” Reviewers continually noted the benefits of ENGL0900 being S/NC. With the workload cited as not particularly hard, the S/NC “takes all pressure on writing the correct essay and instead allows you to make mistakes and grow.” While the course is not stressful, at times students wished it was more challenging. With that, students said “you get out what you put in,” but overall, students felt it was interesting and helpful in gaining a better perspective on writing.";900;47;8;1;1;0;1;0;1;12pm;Afternoon
English;ENGL 0930;Introduction to Creative Nonfiction;Designed to familiarize students with the techniques and narrative structures of creative nonfiction. Reading and writing focus on personal essays, memoir, science writing, travel writing, and other related subgenres with an emphasis on reading authors with a diversity of racial and ethnic identities. May serve as preparation for any 1000-level nonfiction writing course. Writing sample may be required. Enrollment limited. Banner registrations after classes begin require instructor approval. S/NC.;"“Introduction to Creative Nonfiction” (ENGL0393) is an English course that introduces students to techniques and narrative structures commonly used in creative nonfiction writing. The course focuses on personal essays, memoirs, science writing, travel writing, and other subgenres; it also emphasizes reading material written by authors from a diverse range of identities. Though ENGL0393 has no prerequisites, a writing sample is required, and enrollment is limited. Respondents emphasized that no background in the subject matter was required. The class can serve as preparation for any 1000-level nonfiction writing course within the English department, and it is mandatory S/NC.

Students described Professor Michael Stewart as incredibly approachable. They praised his knowledge of “the most random topics” and appreciated his valuable comments on written assignments, which students described as pleasantly constructive without being mean. In addition, respondents noted Professor Stewart’s spirited demeanor and indicated that he was incredibly responsive to student needs and feedback.

The course consisted of weekly reading and writing exercises. Students were also required to write five papers throughout the semester. As one student noted, the class focused on improving writing skills, and there were no penalties for writing something bad, which made for a class environment that encouraged risk-taking.

Overall, respondents praised this class as a must-take. Students commented that anyone could learn from the course, regardless of writing level. One student particularly enjoyed that the assignments focused on tangible skills, stating that the class was “especially worthwhile if you’re willing to take risks with your writing and subject material!”";930;47;9;1;0;1;0;1;0;2:30pm;Afternoon
English;ENGL 1050G;Journalism Practicum;This course provides collegiality and skills development to students working in journalism, including editors at major campus publications--the Brown Daily Herald, the Independent, the Black Star Journal--and interns at external publications. Students submit reflections on their work, goals, and challenges. We workshop best practices, discuss the changing journalism landscape, and build skills for future work. Registration requires instructor approval. S/NC;;1050;47;10;1;0;1;0;1;0;2:30pm;Afternoon
English;ENGL 1050U;Writing Graphic Memoir;This course investigates forms of sequential art/text that develop “real” lives—lives in the Holocaust, lives with cancer, depressed lives, lives in protest, lives in relationship—as a study for writing graphic memoir. How do text and image interact to produce life writing? How do choices about text affect image and vice versa? What can we make by illustrating stories of people’s lives? Course authors include John Lewis, Alison Bechdel, Karen Beaton, Murasaki Yamada, Marjane Satrapi, Art Spiegelman, and others. Student will be producing graphic memoir and should be comfortable with drawing, though not necessarily artists.;;1050;47;11;1;0;0;0;0;1;3pm;Afternoon
English;ENGL 1050W;Memoir and Autofiction in the Asian American Diaspora;What is truth in memoir? What is a lie in autofiction? This course will examine debates about writing about the self as a way for students to consider choices they make as writers. The reading will focus on writing by and about Asian American writers beginning with Maxine Hong Kingston’s The Woman Warrior and Carlos Bulosan’s America is in the Heart through contemporary works such as Ocean Vuong’s On Earth We’re Briefly Gorgeous and Elaine Castillo’s How to Read Now, including graphic memoirs from Malaka Gharib, Mira Jacob, Thi Bui, and Adrian Tomine, and oral storytelling. Students will study how writers have shaped their life experiences into narrative and explore ways to write and express their own through a creative nonfiction project. Pre-requisite: ENGL 0930 or any 1000-level nonfiction writing course.;;1050;47;12;1;0;1;0;1;0;10:30am;Morning
English;ENGL 1140B;The Public Intellectual;"This course offers advanced writers an opportunity to practice sophisticated, engaged critical writing in academic, personal, and civic modes. Emphasis will be on writing ""public"" essays (general audience essays that do intellectual work or academic essays that address public topics), ideally in fluid, ""hybrid,"" audience-appropriate forms. Areas of investigation will include (but are not limited to) the review essay, the cultural analysis essay, literary documentary, and the extended persuasive/analytic essay. It will include some brief ""touchstone"" investigations into rhetorical theory, with the aim of helping to broaden our concepts of audience, analyze the constitutive and imaginative effects of language, increase the real-world effectiveness of our own language practices, and situate our writing within current political, cultural, aesthetic and intellectual debates. Students must have sophomore standing or higher in order to be admitted to the class. A writing sample will be administered on the first day of class. Prerequisite: ENGL 0930, 1030, or 1050. Class list will be reduced to 12 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.";;1140;47;13;1;0;1;0;1;0;1pm;Afternoon
English;ENGL 1140D;Writing Diversity: A Workshop;This course explores various forms of writing that address the broad spectrum of human experience, including issues of race, gender, varying physical and mental ability, social class, and inequities resulting from colonization, among others. Students will attempt to understand the issues and each other through class readings and articulating personal responses in writing. Writing sample required. Pre-requisite: ENGL 0900, ENGL 0930, or any 1000-level nonfiction writing course. Class list reduced to 12 after writing samples are reviewed during the first week of classes. S/NC.;;1140;47;14;1;1;0;0;0;0;3pm;Afternoon
English;ENGL 1180H;Satire and Humor Writing;For the advanced writer. This course will introduce students to the practice of writing satire and humorous essays. Readings will include works by Jonathan Swift, Mark Twain, Garrison Keillor, Bill Bryson, David Foster Wallace, David Sedaris, and others, and students will develop skills in analyzing, writing, and workshopping in the genre. Prerequisite: ENGL 0930 or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.;;1180;47;15;1;0;1;0;1;0;1pm;Afternoon
English;ENGL 1180I;Writing Medical Narrative;This class will examine the recent turn toward the use of narrative in medicine and the recent trend of published medical narrative. We'll look at literary and cultural narratives of sickness and health and how they shape perceptions and treatments, while keeping the science and politics of health care—and its public discourse—in view. Writing sample required. Prerequisite: ENGL0900, ENGL0930, or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. S/NC.;;1180;47;16;1;0;1;0;1;0;9am;Morning
English;ENGL 1180P;Further Adventures in Creative Nonfiction;For the advanced writer. A workshop course for students who have taken ENGL 0930 or the equivalent and are looking for further explorations of voice and form. Work can include personal essays, literary journalism and travel writing. Readings from Ian Frazier, Joan Didion, David Sedaris, John McPhee and others. Writing sample required. Prerequisite: ENGL 0930 or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.;;1180;47;17;2;1;0;1;0;1;12pm;Afternoon
English;ENGL 1180Z;Healthcare Journalism;"In this advanced course, students report and write features about health, care, and medicine in American life. They develop skills in reported narrative: depth of research and insight; evocative scene and description; compelling voice; and clear, engaging sentences. Students analyze exemplary articles and produce features for publication that advance understanding of current public-health, medicine, and other health-related issues. Writing sample required for admission in first week of class. Registration after classes begin requires instructor approval. S/NC";;1180;47;18;2;0;1;0;1;0;10:30am;Morning
English;ENGL 1190M;The Teaching and Practice of Writing: Writing Fellows Program;Do you enjoy talking about language and writing, value giving feedback on others’ writing, and want to learn more about inclusive writing pedagogy? This course introduces students to writing theory and pedagogy, best practices to support revision habits for experienced and inexperienced writers, and effective methods for responding to writing in synchronous and asynchronous formats. Toward the end of the semester, students who successfully complete the course will have the opportunity to apply for paid employment with the Writing Fellows program.;;1190;47;19;2;0;1;0;1;0;1pm;Afternoon
English;ENGL 1190U;Nature Writing;This course seeks to develop your skills as a sensitive reader and writer of the natural world. You will build a portfolio of revised work through a process of workshops, tutorials, and conferences, and engage in discussion of a range of written and visual narratives with reference to their personal, political, and ecological contexts. Writing sample required. Prerequisite: ENGL 0930 or any 1000-level nonfiction writing course. Class list will be reduced to 17 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. S/NC.;;1190;47;20;2;1;0;1;0;1;10am;Morning
English;ENGL 1190X;Nonfiction Now;Nonfiction Now introduces students to contemporary nonfiction writing through in-person exposure to professional writers, who will visit the course to deliver a craft lecture, read from their latest work and discuss the labor that goes into maintaining a professional writing life. Students will be expected to read the work of the visitor and produce creative work in response. Prerequisite: ENGL 0930 or any 1000-level nonfiction writing course. Class list will be reduced to 30 after writing samples are reviewed during the first week of classes. Preference will be given to English concentrators. Banner registrations after classes begin require instructor approval. S/NC.;;1190;47;21;2;0;0;1;0;0;3pm;Afternoon
